Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / Canada,Compare At Price / Canada,Status
wipe-clean-errand-bag,,,,,,,,,White with Navy Zipper,,Fabric,,,"",907.18474,shopify,deny,manual,139.00,,true,true,'96433725,,,,,,,,,,,,,,,,,,,,,lb,,,,,
wipe-clean-errand-bag,,,,,,,,,Tan with Lime Green Zipper,,Vinyl,,,"",907.18474,shopify,deny,manual,139.00,,true,true,'86808637,,,,,,,,,,,,,,,,,,,,,lb,,,,,
wipe-clean-errand-bag,,,,,,,,,Tan with Lime Green Zipper,,Fabric,,,"",907.18474,shopify,deny,manual,139.00,,true,true,'96499261,,,,,,,,,,,,,,,,,,,,,lb,,,,,
wipe-clean-errand-bag,,,,,,,,,Dark Brown with Tan Zipper,,Vinyl,,,"",907.18474,shopify,deny,manual,139.00,,true,true,'19895613,,,,,,,,,,,,,,,,,,,,,lb,,,,,
wipe-clean-errand-bag,,,,,,,,,Dark Brown with Tan Zipper,,Fabric,,,"",907.18474,shopify,deny,manual,139.00,,true,true,'19928381,,,,,,,,,,,,,,,,,,,,,lb,,,,,
wipe-clean-errand-bag,,,,,,,,,Black with Black Zipper,,Vinyl,,,"",907.18474,shopify,deny,manual,139.00,,true,true,'86906941,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/ErrandBag.jpg?v=1661798394,lb,,,,,
wipe-clean-errand-bag,,,,,,,,,Black with Black Zipper,,Fabric,,,"",907.18474,shopify,deny,manual,139.00,,true,true,'96532029,,,,,,,,,,,,,,,,,,,,,lb,,,,,
wipe-clean-errand-bag,,,,,,,,,Light Green with Tan Zipper,,Fabric,,,"",907.18474,shopify,deny,manual,139.00,,true,true,'15504701,,,,,,,,,,,,,,,,,,,,,lb,,,,,
wipe-clean-errand-bag,,,,,,,,,Light Blue with Gray Zipper,,Fabric,,,"",907.18474,shopify,deny,manual,139.00,,true,true,'15570237,,,,,,,,,,,,,,,,,,,,,lb,,,,,
copy-of-chyna-acu-zip-crossbody-pouch,Wipe-Clean Zip Crossbody Pouch (choice of color),"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>This zippered crossbody pouch is made from industrial-grade vinyl and can be wiped clean and disinfected. Plus, the strap is adjustable allowing you to carry it over one shoulder or across the body! Choose from tan, brown, gray, or black vinyl.</span><br></p>
<h4>Details:</h4>
<ul>
<li>Dimensions: 11"" x 7.5""</li>
<li data-stringify-border=""0"" data-stringify-indent=""0"">industrial vinyl allows for disinfecting with sanitizing wipes, hand sanitizer, or soap and water</li>
<li>Stain-resistant and easy care</li>
<li>Adjustable strap</li>
<li>two internal sidewall pockets </li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><strong> <span data-mce-fragment=""1""><br data-mce-fragment=""1""></span></strong><em>Handcrafted out of upcycled materials by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! #carrysomethingthatmatters</em><strong><br></strong></p>",Unshattered,,Zip Crossbody Pouch,"apartbutnotalone, black, brown, covid, crossbody, gray, Price_$0 - $100, shoulder, Size_Small, Style_Crossbody Pouch, Sustainable Material_Vinyl, sustainablefashion, tan, vinyl, wipe-clean, zipper",false,Color,Tan with Tan Strap,,,,,"",453.59237,shopify,deny,manual,79.00,,true,true,'38574141,https://cdn.shopify.com/s/files/1/2608/1584/products/20200611_164405.jpg?v=1633980673,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/WipeCleanZCPTan.jpg?v=1633980673,lb,,,,,draft
copy-of-chyna-acu-zip-crossbody-pouch,,,,,,,,,Brown with Brown Strap,,,,,"",453.59237,shopify,deny,manual,79.00,,true,true,'38606909,https://cdn.shopify.com/s/files/1/2608/1584/products/WipeCleanZCPBlack.jpg?v=1633980673,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/WipeCleanZCPBrown.jpg?v=1633980673,lb,,,,,
copy-of-chyna-acu-zip-crossbody-pouch,,,,,,,,,Gray with Black Strap,,,,,"",453.59237,shopify,deny,manual,79.00,,true,true,'38672445,https://cdn.shopify.com/s/files/1/2608/1584/products/WipeCleanZCPTan.jpg?v=1633980673,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20200629_084408.jpg?v=1633980673,lb,,,,,
copy-of-chyna-acu-zip-crossbody-pouch,,,,,,,,,Black with Black Strap,,,,,"",453.59237,shopify,deny,manual,79.00,,true,true,'38705213,https://cdn.shopify.com/s/files/1/2608/1584/products/WipeCleanZCPBrown.jpg?v=1633980673,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/WipeCleanZCPBlack.jpg?v=1633980673,lb,,,,,
copy-of-chyna-acu-zip-crossbody-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20200629_084408.jpg?v=1633980673,5,,,,,,,,,,,,,,,,,,,,,,,,
wipe-clean-messenger,Wipe-Clean Messenger (choice of color),"<meta charset=""utf-8"">
<p>Gearing up for the new normal? This classic messenger bag is made from industrial-grade vinyl and can be wiped clean and disinfected. Plus, the strap is adjustable allowing you to carry it over one shoulder or across the body! Available in white, cream, blue, and black<span>.</span><br></p>
<h4>Details:</h4>
<ul>
<li>100% upcycled vinyl</li>
<li>Dimensions: 11"" x 9"" x 2.5""</li>
<li data-stringify-border=""0"" data-stringify-indent=""0"">Liner: Premium vinyl</li>
<li>Stain-resistant and easy care</li>
<li>Adjustable strap</li>
<li>Two internal sidewall pockets</li>
<li>Large drop-in pocket on external back panel</li>
<li>Magnetic closure</li>
</ul>
<p> </p>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Handcrafted out of upcycled materials by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery!<br>#carrypossibilities</em></p>",Unshattered,,Messenger,"apartbutnotalone, black, bone, brown, Color_Black, Color_Blue, Color_Brown, Color_Gray, Color_Tan, Color_White, covid, crossbody, gray, Messenger, new, off-white, Price_$100 - $150, Size_Medium, Style_Messenger, Sustainable Material_Vinyl, sustainablefashion, tan, travel, vinyl, white, wipe-clean",false,Color,White,,,,,"",907.18474,shopify,deny,manual,119.00,,true,true,'74225725,https://cdn.shopify.com/s/files/1/2608/1584/products/20200628_193039.jpg?v=1663936871,1,,false,,,,,,,,,,,,,,,,,lb,,,,,draft
wipe-clean-messenger,,,,,,,,,Cream,,,,,"",907.18474,shopify,deny,manual,119.00,,true,true,'74291261,https://cdn.shopify.com/s/files/1/2608/1584/products/small_messenger_blue.jpg?v=1663936871,2,,,,,,,,,,,,,,,,,,,lb,,,,,
wipe-clean-messenger,,,,,,,,,Brown,,,,,"",907.18474,shopify,deny,manual,119.00,,true,true,'74324029,,,,,,,,,,,,,,,,,,,,,lb,,,,,
wipe-clean-messenger,,,,,,,,,Gray,,,,,"",907.18474,shopify,deny,manual,119.00,,true,true,'74389565,,,,,,,,,,,,,,,,,,,,,lb,,,,,
wipe-clean-messenger,,,,,,,,,Black,,,,,"",907.18474,shopify,deny,manual,119.00,,true,true,'74422333,,,,,,,,,,,,,,,,,,,,,lb,,,,,
wipe-clean-messenger,,,,,,,,,Blue,,,,,"",907.18474,shopify,deny,manual,119.00,,true,true,'61486141,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/small_messenger_blue.jpg?v=1663936871,lb,,,,,
gift-card,Unshattered Gift Card,"<p>Looking for the perfect gift but don’t know what to choose? We get it - handbags are personal items and there are so many great options to choose from! </p>
<p>Grab a gift certificate that can be used online or in our boutique in Hopewell Junction, NY. It's the best gift there is!</p>
<p>Gift certificate not quite the right option? Make a donation in someone's honor instead by<span> </span><a href=""https://www.unshattered.org/pages/ways-to-donate"" target=""_blank"">clicking here.</a></p>
<h4>Items to note:</h4>
<ul>
<li>Gift certificates expire 5 years after purchase<br>
</li>
<li>Kindly let us know the name you would like the certificate addressed to via notes</li>
<li>Redeemable online or in our boutique</li>
<li>Want an amount other than what you see here?<em><span> </span>Send us a note at info@unshattered.org</em>
</li>
</ul>
<p style=""text-align: center;""> <br><em>Unshattered is a 501C3 non-profit social enterprise. <br></em><em>Our mission is to end relapse by providing pathways toward economic independence and sustained sobriety for women who are winning their fight against addiction. We are committed to demonstrating that the cycle of addiction can be broken and are proud to be a facilitator of lasting, positive change.</em></p>",Unshattered,Gift Cards,Gift Card,Price_$0 - $100,false,Title,$20.00 USD,,,,,"",0.0,,continue,gift_card,20.00,,false,false,'15714621,https://cdn.shopify.com/s/files/1/2608/1584/products/B198101A-E3B8-4C25-800E-D2A99711DC16_f7a9afd3-9282-48e7-9197-f8fc856ab13b.jpg?v=1661279660,1,,true,,,,,,,,,,,,,,,,,lb,,,,,active
gift-card,,,,,,,,,$25.00 USD,,,,,"",0.0,,continue,gift_card,25.00,,false,false,'24569661,https://cdn.shopify.com/s/files/1/2608/1584/products/e38bd83af578077b65a31424bd24d085.png?v=1661279660,2,,,,,,,,,,,,,,,,,,,lb,,,,,
gift-card,,,,,,,,,$30.00 USD,,,,,"",0.0,,continue,gift_card,30.00,,false,false,'16533821,,,,,,,,,,,,,,,,,,,,,lb,,,,,
gift-card,,,,,,,,,$40.00 USD,,,,,"",0.0,,continue,gift_card,40.00,,false,false,'16664893,,,,,,,,,,,,,,,,,,,,,lb,,,,,
gift-card,,,,,,,,,$50.00 USD,,,,,"",0.0,,continue,gift_card,50.00,,false,false,'24602429,,,,,,,,,,,,,,,,,,,,,lb,,,,,
gift-card,,,,,,,,,$60.00 USD,,,,,"",0.0,,continue,gift_card,60.00,,false,false,'19614013,,,,,,,,,,,,,,,,,,,,,lb,,,,,
gift-card,,,,,,,,,$75.00 USD,,,,,"",0.0,,continue,gift_card,75.00,,false,false,'21252413,,,,,,,,,,,,,,,,,,,,,lb,,,,,
gift-card,,,,,,,,,$100.00 USD,,,,,"",0.0,,continue,gift_card,100.00,,false,false,'24635197,,,,,,,,,,,,,,,,,,,,,lb,,,,,
gift-card,,,,,,,,,$125.00 USD,,,,,"",0.0,,continue,gift_card,125.00,,false,false,'21514557,,,,,,,,,,,,,,,,,,,,,lb,,,,,
gift-card,,,,,,,,,$150.00 USD,,,,,"",0.0,,continue,gift_card,150.00,,false,false,'21776701,,,,,,,,,,,,,,,,,,,,,lb,,,,,
gift-card,,,,,,,,,$175.00 USD,,,,,"",0.0,,continue,gift_card,175.00,,false,false,'22268221,,,,,,,,,,,,,,,,,,,,,lb,,,,,
jaymark-jewelers-kate-the-concierge-coupon-code,Kate the Concierge / Jaymark Jewelers Coupon Code,"<p>Unshattered has partnered with some friends in these trying times to give you perks for being such incredible Ambassadors of Possibility!</p>
<p>Your ""purchase of this digital product (processed as a $10 donation) benefits the women and the work of Unshattered PLUS unlocks an exclusive offer from our partners,<span> </span><em>Kate the Concierge </em>&amp;<em> Jaymark Jewelers</em>. When you purchase, you receive a downloadable discount code to shop their gorgeous jewelry! Win-win!<br><br>Check out their incredible products at <a href=""https://katetheconcierge.com/"">https://katetheconcierge.com/</a> and <a href=""https://jaymarkjewelers.com/"">https://jaymarkjewelers.com/</a>.<br>#apartbutnotalone<br>#somethingthatmatters</p>",Unshattered,,Donation,"couponcode, digitalproduct, discount, discountcode, jewelry, partners, Price_$0 - $100, somethingthatmatters",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,10.00,,false,false,'66359357,https://cdn.shopify.com/s/files/1/2608/1584/products/KatetheConcierge.Jaymark.png?v=1587658434,1,,false,,,,,,,,,,,,,,,,,lb,,,,,archived
chloe-lois-coupon-code,Chloe + Lois Coupon Code,"<p>Unshattered has partnered with some friends in these trying times to give you perks for being such incredible Ambassadors of Possibility!</p>
<p>Your purchase of this digital product (processed as a $1 donation) benefits the women and the work of Unshattered PLUS unlocks an exclusive offer from our partner,<span> </span><em>Chloe + Lois</em>. When you purchase, you receive a downloadable discount code to shop their gorgeous jewelry! Win-win!<br><br>Check out their incredible products at <a href=""https://chloeandlois.com/"">https://chloeandlois.com/</a>.<br>#apartbutnotalone<br>#somethingthatmatters</p>",Unshattered,,Donation,"couponcode, deals, digitalproduct, discount, discountcode, jewelry, partner, perks, Price_$0 - $100, somethingthatmatters",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,1.00,,false,false,'61214781,https://cdn.shopify.com/s/files/1/2608/1584/products/Chloe_Lois.png?v=1585065403,1,,false,,,,,,,,,,,,,,,,,lb,,,,,archived
teller-hill-coupon-code,Teller Hill Coupon Code,"<p>Unshattered has partnered with some friends in these trying times to give you perks for being such incredible Ambassadors of Possibility!</p>
<p>Your purchase of this digital product (processed as a $5 donation) benefits the women and the work of Unshattered PLUS unlocks an exclusive offer from our partner, <em>Teller Hill of the Hudson Valley</em>. When you purchase, you receive a downloadable discount code to shop for your favorite furry friend! Win-win!<br><br>Check out their incredible products at <a href=""https://www.tellerhill.com/"">https://www.tellerhill.com/</a>.<br>#apartbutnotalone<br>#somethingthatmatters</p>",Unshattered,,Donation,"code, couponcode, digitalproduct, discountcode, Price_$0 - $100, somethingthatmatters, tellerhill",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,5.00,,false,false,'60035133,https://cdn.shopify.com/s/files/1/2608/1584/products/TellerHill.png?v=1585066064,1,,false,,,,,,,,,,,,,,,,,lb,,,,,archived
discount-test,Discount Test,Discount for partner store,Unshattered,,"",Price_$0 - $100,false,Title,Default Title,,,,,"",0.0,,deny,manual,5.00,,false,false,'30820413,,,,false,,,,,,,,,,,,,,,,,lb,,,,,active
sewing-hope-postcard,Sewing Hope Postcard,"<p><span>The women of Unshattered have overcome tremendous crises in their lives, faced days they never thought they would survive, experienced every kind of darkness and hopelessness, and, today, they have a message of hope for the world.<br><br>We may not be able to share much right now, but we can share words—words that matter. <br><br>Send one of our Sewing Hope postcards to yourself to receive a message of encouragement, to a friend or family member who needs a reminder of hope, or buy one for us to give to those we know who need lifting up, now more than ever.</span></p>
<h4><span>Details:</span></h4>
<ul>
<li>neutral/solid front</li>
<li>colored/patterned back (designer's choice)</li>
<li>Signature gold ""kintsugi"" stitching<br>
</li>
<li>Options for delivery are as follows:</li>
<ul>
<li>""Unshattered Message"" - Send an encouraging word that our team writes</li>
<li>""Custom message""  - Your message, please type it in the notes section of your order</li>
<li>""Sponsored Message"" - You purchase a postcard for us to distribute to someone who needs a word of encouragement. You will receive a notification and a thank you once we have distributed the sponsored postcard.</li>
</ul>
</ul>
<p style=""text-align: center;""><span><br><em>#saysomethingthatmatters</em><br><em>#sendsomethingthatmatters</em><br></span><span><em>#apartnotalone</em><br></span></p>",Unshattered,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards,Postcard,"Color_Multicolor, fabricpostcard, investment, multicolor, new, post card, postcard, Price_$0 - $100, saysomethingthatmatters, sendsomethingthatmatters, sewinghope, Size_Small, Style_*Little Somethings*, Sustainable Material_Leather Free",true,Style,Unshattered message,,,,,"",0.0,shopify,deny,manual,20.00,,true,true,'34095421,https://cdn.shopify.com/s/files/1/2608/1584/products/DSC_6873_2_6ecbdfda-00fa-46b0-8831-50c15fbf3719.jpg?v=1600366097,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
sewing-hope-postcard,,,,,,,,,Custom message,,,,,"",0.0,shopify,deny,manual,20.00,,true,true,'34128189,https://cdn.shopify.com/s/files/1/2608/1584/products/IMG_7265_c478e64a-49d8-4bac-b0c4-2547db8a44e3.jpg?v=1600366069,2,,,,,,,,,,,,,,,,,,,lb,,,,,
sewing-hope-postcard,,,,,,,,,Sponsored message,,,,,"",0.0,shopify,deny,manual,20.00,,true,true,'79232829,https://cdn.shopify.com/s/files/1/2608/1584/products/IMG_7308_2.jpg?v=1600366069,3,,,,,,,,,,,,,,,,,,,lb,,,,,
sewing-hope-postcard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/IMG_7272_2.jpg?v=1600366069,4,,,,,,,,,,,,,,,,,,,,,,,,
sewing-hope-postcard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20200605_183828.jpg?v=1600366069,5,,,,,,,,,,,,,,,,,,,,,,,,
sewing-hope-postcard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/DSC_6868_2_dc5c9307-1985-4468-9d8f-edac3b8407d6.jpg?v=1600366069,6,,,,,,,,,,,,,,,,,,,,,,,,
dorian-large-messenger,Dorian Large Messenger,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>This adjustable strap messenger can carry you through both the daily grind and a weekend getaway. </span>Made from premium upholstery fabrics including Ultrafabric's soft faux leather, it is durable, beautiful, and practical. You’ll love having a unique bag for work and play that you know makes a difference in someone’s life! </p>
<h4>Details:</h4>
<ul>
<li>Dimensions: 16"" x 12"" x 3""</li>
<li>two internal sidewall pockets</li>
<li>adjustable strap</li>
<li>goldtone<span> </span>strap slides</li>
<li>magnetic clasps</li>
</ul>
<p> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction and named in honor of someone who's still fighting.<br>#carrysomethingthatmatters</em></p>",Unshattered,,Large Messenger,"brown, Color_Brown, Color_Red, large, Lois, Messenger, Price_$150 - $200, red, Size_Large, Style_Messenger, Sustainable Material_Leather Free, Sustainable Material_Vinyl, sustainablefashion, travel",false,Title,Default Title,,,,,"",1814.36948,shopify,deny,manual,165.00,,true,true,'41760061,https://cdn.shopify.com/s/files/1/2608/1584/products/DSC_6523.jpg?v=1649271949,1,Dorian Large Messanger,false,,,,,,,,,,,,,,,,,lb,,,,,archived
dorian-large-messenger,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/DSC_6528.jpg?v=1649271968,2,tan label Dorian Large Messenger,,,,,,,,,,,,,,,,,,,,,,,
dorian-large-messenger,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/DSC_6531.jpg?v=1649271983,3,back of Dorian Large Messenger,,,,,,,,,,,,,,,,,,,,,,,
logo-keychain,Logo Keychain,"<meta charset=""utf-8"">
<p>Show off your support for Unshattered with this chic logo keychain! Carry it with pride to let others know that you believe in what's possible for women who overcome. </p>
<h4 style=""text-align: left;"">Details:</h4>
<ul>
<li>Acrylic keychain featuring Unshattered's teardrop shape</li>
<li>silver-tone keyring</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>#carrysomethingthatmatters</em></p>",Unshattered,,Keychain,"accessory, Ambassador, gift, investment, key, Keychain, Price_$0 - $100, Size_Small, Style_*Little Somethings*",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,10.00,,true,true,'64013117,https://cdn.shopify.com/s/files/1/2608/1584/products/logokeychain_fca8a526-2641-4712-9a5d-cb484c700acd.jpg?v=1601498088,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
dg-zip-crossbody,West Point Dress Gray Uniform Crossbody Pouch,"<meta charset=""utf-8"">
<h4><span>Description</span></h4>
<p><span>This cute, upcycled crossbody is handcrafted from a retired West Point Military Academy Dress Gray uniform. It features an </span>adjustable strap, making it not only beautiful and durable, but versatile as well! Accented in <span>silver-tone zipper and hardware.</span></p>
<h4>Details</h4>
<ul>
<li>100% upcycled fabrics</li>
<li>Dimensions: 9.5"" x 7""</li>
<li>two internal sidewall pockets</li>
<li>adjustable strap</li>
<li>silver-tone strap slides and zipper</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction and named in honor of someone who is still fighting. <br>#carrysomethingthatmatters #iusedtobe: West Point cadet uniform</em></p>",Unshattered,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags",Zip Crossbody Pouch,"black, crossbody, gray, Military, patterned, Price_$0 - $100, shoulder, Size_Small, Style_Crossbody Pouch, Sustainable Material_Military Uniforms, sustainablefashion, uniform, zipper",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,79.00,,true,true,'18807869,https://cdn.shopify.com/s/files/1/2608/1584/products/DEE23E05-B984-4256-9F4D-B5A3222AD3AB.jpg?v=1640094938,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
dg-zip-crossbody,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/D206A910-B7B7-4D90-B813-967A481DC907.jpg?v=1640094938,2,,,,,,,,,,,,,,,,,,,,,,,,
dg-zip-crossbody,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/1261F105-5F39-4E41-ACF2-1816DEA8D1AD.jpg?v=1640094935,3,,,,,,,,,,,,,,,,,,,,,,,,
leather-wallet,Leather Wallet,"<p><span>Expertly crafted from reclaimed genuine leather, this wallet is a work of art. Each piece is hand</span>-finished by a woman who's triumphing over addiction, making this wallet as m<span>eaningful as it is functional.</span></p>
<p> </p>
<h4>Details:</h4>
<ul>
<li>traditional bi-fold wallet</li>
<li>single bill compartment, 4 credit card slots</li>
<li>hand-burnishing process means each one is unique!</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Unshattered is ending the addiction relapse cycle through sustainable, green fashion.<br></em><em>100% of your purchase goes to provide employment and career development for women in recovery! <br>#carrysomethingthatmatters</em></p>",Unshattered,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips",Wallet,"accessory, brown, Color_Brown, Dad's Best Bet, kaylene, leather, men, Men's Bag, Price_$0 - $100, Size_Small, Sustainable Material_Leather, sustainablefashion, Valentinesday, wait time, wallet, wallets",false,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,89.00,,true,true,'73304381,https://cdn.shopify.com/s/files/1/2608/1584/products/IMG-20200129-201123-583.jpg?v=1597516577,1,,false,,,,,,,,,,,,,,,,,lb,,,,,archived
leather-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/IMG-20200129-201123-581.jpg?v=1583416369,2,,,,,,,,,,,,,,,,,,,,,,,,
leather-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Resized_20200207_145005.jpg?v=1583416369,3,,,,,,,,,,,,,,,,,,,,,,,,
monique-toiletry-kit,Dalila Toiletry Kit,"<meta charset=""utf-8"">
<p><span>This lovely toiletry kit is perfect for every day or just for travel! It is made from upcycled upholstery fabric and manufacturing scraps and lined with a wipe-clean, durable vinyl. </span></p>
<h4>
<span></span>Details:</h4>
<ul>
<li>Dimensions: 11"" x 5"" x 5""</li>
<li>zip closure</li>
<li>wipe-clean vinyl interior</li>
</ul>
<h4></h4>
<p> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction and named in honor of someone who's still fighting. <br>#carrysomethingthatmatters</em></p>",Unshattered,,Toiletry Kit,"brown, Color_Multicolor, cream, lois, Makeup, Mother's Day, patterned, Price_$0 - $100, Size_Small, Style_Toiletry Kit, Sustainable Material_Vinyl, tan, toiletry, travel",false,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,68.00,,true,true,'69397565,https://cdn.shopify.com/s/files/1/2608/1584/products/DelilaToiletryHeld.jpg?v=1649271056,1,Dalila Toiletry,false,,,,,,,,,,,,,,,,,lb,,,,,archived
monique-toiletry-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/DaliliaToiletryLabel.jpg?v=1649271078,2,Dark Brown Label Dalila Toiletry,,,,,,,,,,,,,,,,,,,,,,,
kimberly-toiletry-kit,Kimberly Toiletry Kit,"<meta charset=""utf-8"">
<p><span>This toiletry kit is perfect for every day or just for travel! It is made from upcycled upholstery fabric and manufacturing scraps and lined with a wipe-clean, durable vinyl. </span></p>
<h4>Details:<br>
</h4>
<ul>
<li>Dimensions: 11"" x 5"" x 5""</li>
<li>wipe-clean vinyl interior</li>
<li>zip closure</li>
</ul>
<p> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction and named in honor of someone who's still fighting. </em><br><em>#carrysomethingthatmatters</em></p>",Unshattered,,Toiletry Kit,"Color_Multicolor, fall2021, Makeup, men, Men's Bag, olive green, Price_$0 - $100, Size_Small, Style_Toiletry Kit, Sustainable Material_Vinyl, tan, toiletry, travel",false,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,68.00,,true,true,'50785341,https://cdn.shopify.com/s/files/1/2608/1584/products/KimberlyToiletry.jpg?v=1649445062,1,Toiletry Kimberly,false,,,,,,,,,,,,,,,,,lb,,,,,archived
kimberly-toiletry-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/KimberlyToiletryHeld.jpg?v=1649445080,2,Kimberly Toiletry woman holding,,,,,,,,,,,,,,,,,,,,,,,
katie-clutch,Katie Clutch,"<meta charset=""utf-8"">
<p><span>This elegant clutch is handcrafted from beautiful manufacturing scraps and premium upholstery fabrics. It's the perfect neutral accent for a night out. Also, the perfect size to hold an iPad or a similar-sized tablet, with your charging cords!</span></p>
<h4>Details:</h4>
<ul>
<li>Dimensions: 11.5"" x 9""<span>  inches</span>
</li>
<li>gold-tone magnetic clasp</li>
<li>two interior sidewall pockets</li>
</ul>
<h4><br></h4>
<p style=""text-align: center;""><em>By carrying this bag, you are helping a woman who's winning her fight against addiction. #carrysomethingthatmatters</em></p>",Unshattered,,Clutch,"brown, clutch, deedee, patterned, Price_$0 - $100, Size_Small, small, Style_Clutch",false,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,74.00,,true,true,'46272317,https://cdn.shopify.com/s/files/1/2608/1584/products/Mortensen_191029-84.jpg?v=1649274264,1,woman holding Katie Clutch,false,,,,,,,,,,,,,,,,,lb,,,,,archived
katie-clutch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Mortensen_191029-11.jpg?v=1649274270,2,tan label,,,,,,,,,,,,,,,,,,,,,,,
katie-clutch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Mortensen_191029-83.jpg?v=1649274282,3,woman holding Katie Clutch,,,,,,,,,,,,,,,,,,,,,,,
